UFCODE;MUNICODE;MUNINAME;VotesPT.2rnd;VotesPSL.2rnd;VotesNul.2rnd
RS;4319158;São Miguel das Missões;2328;2058;157
RS;4319208;São Nicolau;1688;1186;238
RS;4319307;São Paulo das Missões;1875;2293;201
RS;4319356;São Pedro da Serra;538;1901;188
RS;4319364;São Pedro das Missões;639;549;65
RS;4319372;São Pedro do Butiá;727;1181;105
RS;4319406;São Pedro do Sul;3684;5867;620
RS;4319505;São Sebastião do Caí;3662;8758;881
RS;4319604;São Sepé;6531;6060;856
RS;4319703;São Valentim;907;1466;123
RS;4319711;São Valentim do Sul;297;1380;87
RS;4319737;São Valério do Sul;922;626;97
RS;4319752;São Vendelino;397;1347;121
RS;4319802;São Vicente do Sul;2500;2477;266
RS;4319901;Sapiranga;14808;31672;2826
RS;4320008;Sapucaia do Sul;30034;44203;5273
RS;4320107;Sarandi;4163;8181;639
RS;4320206;Seberi;2973;3773;397
RS;4320230;Sede Nova;796;1015;103
RS;4320263;Segredo;2097;2242;224
RS;4320305;Selbach;966;2465;157
RS;4320321;Senador Salgado Filho;640;1495;94
RS;4320354;Sentinela do Sul;1358;1595;238
RS;4320404;Serafina Corrêa;2121;7339;588
RS;4320453;Sério;706;834;119
RS;4320503;Sertão;1328;2548;230
RS;4320552;Sertão Santana;1191;2642;237
RS;4320578;Sete de Setembro;655;738;85
RS;4320602;Severiano de Almeida;1117;1570;174
RS;4320651;Silveira Martins;627;1087;108
RS;4320677;Sinimbu;2590;2924;292
RS;4320701;Sobradinho;3106;5372;502
RS;4320800;Soledade;7203;8802;1135
RS;4320859;Tabaí;1122;1719;170
RS;4320909;Tapejara;2818;9981;792
RS;4321006;Tapera;2588;3608;350
RS;4321105;Tapes;3551;4502;655
RS;4321204;Taquara;7853;22327;1941
RS;4321303;Taquari;5392;9523;949
RS;4321329;Taquaruçu do Sul;966;1042;141
RS;4321352;Tavares;1395;1701;278
RS;4321402;Tenente Portela;3716;3660;470
RS;4321436;Terra de Areia;1562;3790;394
RS;4321451;Teutônia;5657;12878;1432
RS;4321469;Tio Hugo;679;1188;103
RS;4321477;Tiradentes do Sul;1823;1674;234
RS;4321493;Toropi;730;1271;115
RS;4321501;Torres;5997;14136;1620
RS;4321600;Tramandaí;7784;15303;1535
RS;4321626;Travesseiro;641;938;81
RS;4321634;Três Arroios;669;1337;85
RS;4321667;Três Cachoeiras;1354;4784;304
RS;4321709;Três Coroas;3489;10171;882
RS;4321808;Três de Maio;4500;9625;718
RS;4321832;Três Forquilhas;785;1205;137
RS;4321857;Três Palmeiras;1637;1308;173
RS;4321907;Três Passos;5713;8297;1011
RS;4321956;Trindade do Sul;1980;1703;197
RS;4322004;Triunfo;5263;10016;1265
RS;4322103;Tucunduva;1142;2570;211
RS;4322152;Tunas;1652;880;98
RS;4322186;Tupanci do Sul;329;650;67
RS;4322202;Tupanciretã;5552;6314;658
RS;4322251;Tupandi;524;2700;171
RS;4322301;Tuparendi;1589;4005;271
RS;4322327;Turuçu;747;1789;171
RS;4322343;Ubiretama;462;1092;67
RS;4322350;União da Serra;227;950;56
RS;4322376;Unistalda;816;1023;95
RS;4322400;Uruguaiana;18684;40426;2720
RS;4322509;Vacaria;8247;25243;1881
RS;4322525;Vale Verde;973;1203;170
RS;4322533;Vale do Sol;3046;3425;421
RS;4322541;Vale Real;976;2653;271
RS;4322558;Vanini;439;1041;92
RS;4322608;Venâncio Aires;13231;26905;2492
RS;4322707;Vera Cruz;5683;8796;954
RS;4322806;Veranópolis;2091;12103;790
RS;4322855;Vespasiano Correa;198;1518;69
RS;4322905;Viadutos;1193;2156;209
RS;4323002;Viamão;46975;64617;9644
RS;4323101;Vicente Dutra;1381;1540;189
RS;4323200;Victor Graeff;583;1360;99
RS;4323309;Vila Flores;456;2193;136
RS;4323358;Vila Lângaro;445;1261;103
RS;4323408;Vila Maria;820;1968;153
RS;4323457;Vila Nova do Sul;1232;1235;205
RS;4323507;Vista Alegre;1089;911;104
RS;4323606;Vista Alegre do Prata;206;994;57
RS;4323705;Vista Gaúcha;886;974;155
RS;4323754;Vitória das Missões;1332;1269;108
RS;4323770;Westfalia;523;1520;122
RS;4323804;Xangri-lá;2015;5827;397
RS;4399919;Santa Cristina do Pinhal;0;0;
RS;4399929;Santa Izabel;0;0;
SC;4200051;Abdon Batista;687;1151;77
SC;4200101;Abelardo Luz;4121;5023;375
SC;4200200;Agrolândia;1151;5056;307
SC;4200309;Agronômica;430;2928;172
SC;4200408;Água Doce;1158;2921;154
SC;4200507;Águas de Chapecó;2061;1559;194
SC;4200556;Águas Frias;891;1031;91
SC;4200606;Águas Mornas;906;3608;434
SC;4200705;Alfredo Wagner;1479;4600;311
SC;4200754;Alto Bela Vista;445;1063;80
SC;4200804;Anchieta;1801;2027;169
SC;4200903;Angelina;1466;2473;274
SC;4201000;Anita Garibaldi;2473;2584;323
SC;4201109;Anitápolis;620;1617;183
SC;4201208;Antônio Carlos;833;5611;297
SC;4201257;Apiúna;1118;5028;309
SC;4201273;Arabutã;967;1943;197
SC;4201307;Araquari;3277;10771;786
SC;4201406;Araranguá;8171;28744;1801
SC;4201505;Armazém;875;4299;193
SC;4201604;Arroio Trinta;546;1837;152
SC;4201653;Arvoredo;786;1044;71
SC;4201703;Ascurra;506;4257;260
SC;4201802;Atalanta;379;1934;109
SC;4201901;Aurora;693;3374;157
SC;4201950;Balneário Arroio do Silva;1979;5177;385
SC;4202008;Balneário Camboriú;11902;54202;2929
SC;4202057;Balneário Barra do Sul;1488;5164;328
SC;4202073;Balneário Gaivota;1590;4422;334
SC;4202081;Bandeirante;1000;1117;78
SC;4202099;Barra Bonita;615;776;88
SC;4202107;Barra Velha;2909;13122;815
SC;4202131;Bela Vista do Toldo;1324;2508;156
SC;4202156;Belmonte;792;1049;77
SC;4202206;Benedito Novo;736;5685;345
SC;4202305;Biguaçu;9277;28061;2734
SC;4202404;Blumenau;31090;162622;12668
SC;4202438;Bocaina do Sul;881;1484;120
SC;4202453;Bombinhas;1974;8189;591
SC;4202503;Bom Jardim da Serra;1060;1549;145
SC;4202537;Bom Jesus;899;953;63
SC;4202578;Bom Jesus do Oeste;551;941;86
SC;4202602;Bom Retiro;1518;3216;311
SC;4202701;Botuverá;449;3087;186
SC;4202800;Braço do Norte;2413;16337;751
SC;4202859;Braço do Trombudo;303;2166;112
SC;4202875;Brunópolis;938;1165;88
SC;4202909;Brusque;9095;59820;3422
SC;4203006;Caçador;12277;24760;2426
SC;4203105;Caibi;1163;2607;190
SC;4203154;Calmon;1307;747;73
SC;4203204;Camboriú;8233;29889;2159
SC;4203253;Capão Alto;680;1427;109
SC;4203303;Campo Alegre;1048;6146;378
SC;4203402;Campo Belo do Sul;1989;2435;268
SC;4203501;Campo Erê;2871;2420;229
SC;4203600;Campos Novos;5899;13034;935
SC;4203709;Canelinha;1133;5434;358
SC;4203808;Canoinhas;7699;23636;1270
SC;4203907;Capinzal;3825;8851;904
SC;4203956;Capivari de Baixo;3300;9604;802
SC;4204004;Catanduvas;1992;3945;261
SC;4204103;Caxambu do Sul;1810;1645;101
SC;4204152;Celso Ramos;855;1041;89
SC;4204178;Cerro Negro;1465;832;122
SC;4204194;Chapadão do Lageado;612;1375;91
SC;4204202;Chapecó;40310;73156;5263
SC;4204251;Cocal do Sul;1594;8892;595
SC;4204301;Concórdia;10815;33063;2245
SC;4204350;Cordilheira Alta;1120;1980;138
SC;4204400;Coronel Freitas;2483;3824;346
SC;4204459;Coronel Martins;802;790;59
SC;4204509;Corupá;1454;7716;601
SC;4204558;Correia Pinto;3433;5419;466
SC;4204608;Criciúma;19694;89133;5638
SC;4204707;Cunha Porã;1177;5790;326
SC;4204756;Cunhataí;530;874;75
SC;4204806;Curitibanos;6912;14273;1360
SC;4204905;Descanso;2077;3389;260
SC;4205001;Dionísio Cerqueira;3745;4399;312
SC;4205100;Dona Emma;639;1718;168
SC;4205159;Doutor Pedrinho;317;1998;109
SC;4205175;Entre Rios;1564;562;86
SC;4205191;Ermo;322;1338;76
SC;4205209;Erval Velho;777;2316;118
SC;4205308;Faxinal dos Guedes;3366;3212;370
SC;4205357;Flor do Sertão;652;604;61
SC;4205407;Florianópolis;92063;169952;18397
SC;4205431;Formosa do Sul;991;862;61
SC;4205456;Forquilhinha;2743;12367;719
SC;4205506;Fraiburgo;6329;13838;1330
SC;4205555;Frei Rogério;644;1041;103
SC;4205605;Galvão;990;1161;116
SC;4205704;Garopaba;3973;9143;890
SC;4205803;Garuva;1834;6449;482
SC;4205902;Gaspar;6259;29511;1811
SC;4206009;Governador Celso Ramos;1568;9103;662
SC;4206108;Grão Pará;709;3723;272
SC;4206207;Gravatal;1128;5801;261
SC;4206306;Guabiruba;1610;11000;627
SC;4206405;Guaraciaba;2728;4207;336
SC;4206504;Guaramirim;4341;18653;1104
SC;4206603;Guarujá do Sul;1100;1960;152
SC;4206652;Guatambú;2317;1959;185
SC;4206702;Herval d'Oeste;3276;9201;604
SC;4206751;Ibiam;476;916;56
SC;4206801;Ibicaré;534;1823;110
SC;4206900;Ibirama;1835;8815;671
SC;4207007;Içara;5363;25561;1437
SC;4207106;Ilhota;1301;6950;437
SC;4207205;Imaruí;2386;4288;564
SC;4207304;Imbituba;7633;17413;1856
SC;4207403;Imbuia;891;2923;249
SC;4207502;Indaial;4635;29606;1964
SC;4207577;Iomerê;450;1742;84
SC;4207601;Ipira;1094;1767;154
SC;4207650;Iporã do Oeste;1841;3692;300
SC;4207684;Ipuaçu;2621;1265;195
SC;4207700;Ipumirim;1955;2673;252
SC;4207759;Iraceminha;857;1970;138
SC;4207809;Irani;2139;3387;321
SC;4207858;Irati;757;749;63
SC;4207908;Irineópolis;2149;3861;324
SC;4208005;Itá;1939;2437;260
SC;4208104;Itaiópolis;2749;9357;790
SC;4208203;Itajaí;20584;89866;6779
SC;4208302;Itapema;5244;25591;1439
SC;4208401;Itapiranga;2624;6907;512
SC;4208450;Itapoá;2225;7459;619
SC;4208500;Ituporanga;2340;12231;664
SC;4208609;Jaborá;745;2198;134
SC;4208708;Jacinto Machado;1336;5613;320
SC;4208807;Jaguaruna;2115;8771;503
SC;4208906;Jaraguá do Sul;15558;77241;4683
SC;4208955;Jardinópolis;526;727;61
SC;4209003;Joaçaba;3570;13168;786
SC;4209102;Joinville;53088;262556;19837
SC;4209151;José Boiteux;986;2080;141
SC;4209177;Jupiá;739;874;79
SC;4209201;Lacerdópolis;322;1240;98
SC;4209300;Lages;23459;66171;5632
SC;4209409;Laguna;7011;18029;1611
SC;4209458;Lajeado Grande;377;757;35
SC;4209508;Laurentino;744;3812;204
SC;4209607;Lauro Muller;1760;7493;658
SC;4209706;Lebon Régis;3516;2656;444
SC;4209805;Leoberto Leal;661;1690;130
SC;4209854;Lindóia do Sul;1026;1753;187
SC;4209904;Lontras;1067;5331;324
SC;4210001;Luiz Alves;924;6275;282
SC;4210035;Luzerna;630;3367;154
SC;4210050;Macieira;546;767;72
SC;4210100;Mafra;6104;25692;1916
SC;4210209;Major Gercino;563;1733;128
SC;4210308;Major Vieira;1537;2812;257
SC;4210407;Maracajá;1113;3728;250
SC;4210506;Maravilha;4154;10625;729
SC;4210555;Marema;650;982;55
SC;4210605;Massaranduba;1321;8665;418
SC;4210704;Matos Costa;880;751;78
SC;4210803;Meleiro;686;4077;156
SC;4210852;Mirim Doce;456;1387;87
SC;4210902;Modelo;1007;1617;141
SC;4211009;Mondaí;2205;3534;368
SC;4211058;Monte Carlo;2522;2639;343
SC;4211108;Monte Castelo;1810;3140;276
SC;4211207;Morro da Fumaça;1410;9012;437
SC;4211256;Morro Grande;316;2018;97
SC;4211306;Navegantes;7774;28223;2042
SC;4211405;Nova Erechim;1201;1841;167
SC;4211454;Nova Itaberaba;1619;1539;117
SC;4211504;Nova Trento;1069;7232;449
SC;4211603;Nova Veneza;1482;7975;424
SC;4211652;Novo Horizonte;807;995;89
SC;4211702;Orleans;1972;12589;684
SC;4211751;Otacílio Costa;2480;7238;534
SC;4211801;Ouro;1154;3340;299
SC;4211850;Ouro Verde;562;925;65
SC;4211876;Paial;694;692;43
SC;4211892;Painel;746;1033;61
SC;4211900;Palhoça;22914;71369;6933
SC;4212007;Palma Sola;2273;1813;190
SC;4212056;Palmeira;590;1437;124
SC;4212106;Palmitos;2901;6582;458
SC;4212205;Papanduva;4042;6961;640
SC;4212239;Paraíso;1245;1500;122
SC;4212254;Passo de Torres;1217;3151;262
SC;4212270;Passos Maia;1382;1185;95
SC;4212304;Paulo Lopes;1221;3535;294
SC;4212403;Pedras Grandes;374;2685;121
SC;4212502;Penha;2280;11931;751
SC;4212601;Peritiba;568;1623;116
SC;4212650;Pescaria Brava;0;0;
SC;4212700;Petrolândia;762;3466;201
SC;4212809;Piçarras;2029;8993;538
SC;4212908;Pinhalzinho;4312;6942;627
SC;4213005;Pinheiro Preto;668;1429;127
SC;4213104;Piratuba;1061;2740;177
SC;4213153;Planalto Alegre;1198;985;106
SC;4213203;Pomerode;2448;16620;971
SC;4213302;Ponte Alta;1153;1779;134
SC;4213351;Ponte Alta do Norte;767;1117;123
SC;4213401;Ponte Serrada;2978;2976;378
SC;4213500;Porto Belo;1794;8176;481
SC;4213609;Porto União;4641;13798;933
SC;4213708;Pouso Redondo;1556;7168;373
SC;4213807;Praia Grande;1648;2890;306
SC;4213906;Presidente Castelo Branco;260;1049;49
SC;4214003;Presidente Getúlio;1614;8350;557
SC;4214102;Presidente Nereu;339;1252;87
SC;4214151;Princesa;744;1221;80
SC;4214201;Quilombo;3204;3337;269
SC;4214300;Rancho Queimado;475;1775;116
SC;4214409;Rio das Antas;957;2930;184
SC;4214508;Rio do Campo;906;3207;168
SC;4214607;Rio do Oeste;1129;3568;215
SC;4214706;Rio dos Cedros;848;5681;357
SC;4214805;Rio do Sul;6311;30687;1911
SC;4214904;Rio Fortuna;380;3283;150
SC;4215000;Rio Negrinho;3950;19056;1282
SC;4215059;Rio Rufino;605;1060;113
SC;4215075;Riqueza;1309;1715;168
SC;4215109;Rodeio;891;6390;331
SC;4215208;Romelândia;1386;1611;186
SC;4215307;Salete;966;3634;271
SC;4215356;Saltinho;1497;890;117
SC;4215406;Salto Veloso;765;1874;217
SC;4215455;Sangão;955;5487;283
SC;4215505;Santa Cecília;3233;5461;513
SC;4215554;Santa Helena;759;935;110
SC;4215604;Santa Rosa de Lima;391;1156;82
SC;4215653;Santa Rosa do Sul;1212;4171;298
SC;4215679;Santa Terezinha;1445;3643;212
SC;4215687;Santa Terezinha do Progresso;1066;717;78
SC;4215695;Santiago do Sul;620;560;65
SC;4215703;Santo Amaro da Imperatriz;3345;10643;1131
SC;4215752;São Bernardino;1043;788;83
SC;4215802;São Bento do Sul;7048;40247;2485
SC;4215901;São Bonifácio;332;1833;113
SC;4216008;São Carlos;2443;4026;328
SC;4216057;São Cristovão do Sul;881;1526;148
SC;4216107;São Domingos;2474;3339;249
SC;4216206;São Francisco do Sul;5555;20054;1629
SC;4216255;São João do Oeste;857;3193;226
SC;4216305;São João Batista;2090;14229;816
SC;4216354;São João do Itaperiú;357;2309;129
SC;4216404;São João do Sul;1051;3767;275
SC;4216503;São Joaquim;4571;9052;993
SC;4216602;São José;34859;95393;8870
SC;4216701;São José do Cedro;2464;6222;386
SC;4216800;São José do Cerrito;2903;2441;239
SC;4216909;São Lourenço do Oeste;4800;8899;770
SC;4217006;São Ludgero;940;6161;284
SC;4217105;São Martinho;332;2355;91
SC;4217154;São Miguel da Boa Vista;663;610;52
SC;4217204;São Miguel do Oeste;7091;15470;1093
SC;4217253;São Pedro de Alcântara;528;2561;195
SC;4217303;Saudades;2276;3832;297
SC;4217402;Schroeder;1777;8937;501
SC;4217501;Seara;4122;6454;729
SC;4217550;Serra Alta;806;1353;114
SC;4217600;Siderópolis;1536;6691;404
SC;4217709;Sombrio;3544;12546;845
SC;4217758;Sul Brasil;949;985;76
SC;4217808;Taió;1752;9199;468
SC;4217907;Tangará;1301;3851;255
SC;4217956;Tigrinhos;690;782;63
SC;4218004;Tijucas;3770;16227;1339
SC;4218103;Timbé do Sul;746;2730;175
SC;4218202;Timbó;2615;22582;1308
SC;4218251;Timbó Grande;1958;1846;299
SC;4218301;Três Barras;3096;7237;540
SC;4218350;Treviso;502;2680;143
SC;4218400;Treze de Maio;543;4503;179
SC;4218509;Treze Tílias;895;3657;186
SC;4218608;Trombudo Central;681;3431;189
SC;4218707;Tubarão;9784;49205;2966
SC;4218756;Tunápolis;737;2398;167
SC;4218806;Turvo;986;6763;301
SC;4218855;União do Oeste;792;1183;85
SC;4218905;Urubici;1366;4473;284
SC;4218954;Urupema;624;1062;99
SC;4219002;Urussanga;1707;11206;611
SC;4219101;Vargeão;1046;1190;125
SC;4219150;Vargem;944;906;73
SC;4219176;Vargem Bonita;1083;2003;146
SC;4219200;Vidal Ramos;1089;3371;220
SC;4219309;Videira;6117;21129;1577
SC;4219358;Vitor Meireles;985;2181;134
SC;4219408;Witmarsum;568;1924;185
SC;4219507;Xanxerê;10315;15782;1281
SC;4219606;Xavantina;1215;1666;81
SC;4219705;Xaxim;5823;10995;798
SC;4219853;Zortéa;727;1368;161
SC;4220000;Balneário Rincão;0;0;
SC;4299919;São Miguel;0;0;
SE;2800100;Amparo de São Francisco;1282;447;142
SE;2800209;Aquidabã;8619;2193;1039
SE;2800308;Aracaju;155892;139603;30568
SE;2800407;Arauá;5115;1256;621
SE;2800506;Areia Branca;6638;2678;1196
SE;2800605;Barra dos Coqueiros;8149;5914;1483
SE;2800670;Boquim;10488;3847;1520
SE;2800704;Brejo Grande;3536;797;350
SE;2801009;Campo do Brito;7539;2211;1083
SE;2801108;Canhoba;2565;500;232
SE;2801207;Canindé de São Francisco;12679;2788;1363
SE;2801306;Capela;11271;4454;2231
SE;2801405;Carira;9381;2225;1152
SE;2801504;Carmópolis;5601;3028;1177
SE;2801603;Cedro de São João;2530;985;279
SE;2801702;Cristinápolis;7394;1488;657
SE;2801900;Cumbe;1908;840;290
SE;2802007;Divina Pastora;2125;510;214
SE;2802106;Estância;24515;8590;3550
SE;2802205;Feira Nova;3222;792;320
SE;2802304;Frei Paulo;5505;3475;796
SE;2802403;Gararu;5632;839;509
SE;2802502;General Maynard;1402;490;203
SE;2802601;Gracho Cardoso;3465;683;269
SE;2802700;Ilha das Flores;3539;990;434
SE;2802809;Indiaroba;6795;1240;792
SE;2802908;Itabaiana;31846;16608;5712
SE;2803005;Itabaianinha;14754;6270;2057
SE;2803104;Itabi;2332;800;269
SE;2803203;Itaporanga d'Ajuda;13186;4872;2211
SE;2803302;Japaratuba;7201;2508;926
SE;2803401;Japoatã;6036;1315;634
SE;2803500;Lagarto;38486;13887;6094
SE;2803609;Laranjeiras;10434;4663;1876
SE;2803708;Macambira;3124;1239;492
SE;2803807;Malhada dos Bois;2165;509;218
SE;2803906;Malhador;5417;1530;796
SE;2804003;Maruim;6999;1860;942
SE;2804102;Moita Bonita;4091;1906;1047
SE;2804201;Monte Alegre de Sergipe;6231;1643;656
SE;2804300;Muribeca;3511;1088;457
SE;2804409;Neópolis;7060;2159;1019
SE;2804458;Nossa Senhora Aparecida;3689;1502;463
SE;2804508;Nossa Senhora da Glória;16250;3622;1509
SE;2804607;Nossa Senhora das Dores;9763;4384;1672
SE;2804706;Nossa Senhora de Lourdes;3478;704;312
SE;2804805;Nossa Senhora do Socorro;42414;32091;9480
SE;2804904;Pacatuba;5945;1247;688
SE;2805000;Pedra Mole;1442;792;224
SE;2805109;Pedrinhas;3733;1089;515
SE;2805208;Pinhão;2691;792;421
SE;2805307;Pirambu;3827;1466;503
SE;2805406;Poço Redondo;11124;2853;1353
SE;2805505;Poço Verde;10479;2233;1247
SE;2805604;Porto da Folha;12453;2902;1495
SE;2805703;Propriá;9340;4715;1237
SE;2805802;Riachão do Dantas;9942;1984;1027
SE;2805901;Riachuelo;4394;1219;538
SE;2806008;Ribeirópolis;6578;3192;1074
SE;2806107;Rosário do Catete;4512;1283;644
SE;2806206;Salgado;9100;2222;1156
SE;2806305;Santa Luzia do Itanhy;5859;1143;791
SE;2806404;Santana do São Francisco;3026;912;369
SE;2806503;Santa Rosa de Lima;2001;628;281
SE;2806602;Santo Amaro das Brotas;5254;814;572
SE;2806701;São Cristóvão;25032;14108;4908
SE;2806800;São Domingos;3451;1905;678
SE;2806909;São Francisco;1988;477;211
SE;2807006;São Miguel do Aleixo;2101;520;231
SE;2807105;Simão Dias;19094;4971;3139
SE;2807204;Siriri;3508;1079;468
SE;2807303;Telha;1720;726;171
SE;2807402;Tobias Barreto;21192;6832;2520
SE;2807501;Tomar do Geru;4859;1540;713
SE;2807600;Umbaúba;9162;3193;1260
SP;3500105;Adamantina;3156;15088;1528
SP;3500204;Adolfo;661;2041;273
SP;3500303;Aguaí;4335;10765;1924
SP;3500402;Águas da Prata;997;3172;399
SP;3500501;Águas de Lindóia;1712;8221;880
SP;3500550;Águas de Santa Bárbara;850;2448;322
SP;3500600;Águas de São Pedro;560;2062;144
SP;3500709;Agudos;4571;15379;2067
SP;3500758;Alambari;747;2432;275
SP;3500808;Alfredo Marcondes;853;1880;217
SP;3500907;Altair;808;1269;197
SP;3501004;Altinópolis;2905;5115;961
SP;3501103;Alto Alegre;576;1932;210
SP;3501152;Alumínio;3054;6530;1190
SP;3501202;Álvares Florence;637;2008;278
SP;3501301;Álvares Machado;3640;8536;1191
SP;3501400;Álvaro de Carvalho;703;1208;251
SP;3501509;Alvinlândia;686;1118;170
SP;3501608;Americana;27044;98605;11366
SP;3501707;Américo Brasiliense;7524;10503;2592
SP;3501806;Américo de Campos;833;2630;312
SP;3501905;Amparo;7048;29332;3719
SP;3502002;Analândia;556;2050;219
SP;3502101;Andradina;8274;20882;2550
SP;3502200;Angatuba;4055;7903;1381
SP;3502309;Anhembi;884;2504;298
SP;3502408;Anhumas;724;1687;190
SP;3502507;Aparecida;4553;16138;1550
SP;3502606;Aparecida d'Oeste;1090;1547;253
SP;3502705;Apiaí;5069;7214;1621
SP;3502754;Araçariguama;3192;7212;1070
SP;3502804;Araçatuba;20424;80353;7208
SP;3502903;Araçoiaba da Serra;3881;13130;1915
SP;3503000;Aramina;1164;1834;320
SP;3503109;Arandu;1206;2679;454
SP;3503158;Arapeí;624;950;218
SP;3503208;Araraquara;40311;70340;12744
SP;3503307;Araras;13466;54587;6980
SP;3503356;Arco-Íris;421;987;125
SP;3503406;Arealva;1063;3277;381
SP;3503505;Areias;1128;963;266
SP;3503604;Areiópolis;1861;3791;696
SP;3503703;Ariranha;1207;3668;555
SP;3503802;Artur Nogueira;6342;18341;2723
SP;3503901;Arujá;13943;31746;5373
SP;3503950;Aspásia;455;818;112
SP;3504008;Assis;12785;35336;3805
SP;3504107;Atibaia;15439;56292;7663
SP;3504206;Auriflama;2255;5561;646
SP;3504305;Avaí;1120;1571;278
SP;3504404;Avanhandava;1855;3257;569
SP;3504503;Avaré;9550;32653;4708
SP;3504602;Bady Bassitt;1762;6953;763
SP;3504701;Balbinos;227;719;80
SP;3504800;Bálsamo;955;4204;439
SP;3504909;Bananal;2428;3078;848
SP;3505005;Barão de Antonina;736;1018;201
SP;3505104;Barbosa;1149;2178;374
SP;3505203;Bariri;2855;13538;1589
SP;3505302;Barra Bonita;4666;15951;2040
SP;3505351;Barra do Chapéu;1532;1383;395
SP;3505401;Barra do Turvo;1802;1846;363
SP;3505500;Barretos;14354;40754;4989
SP;3505609;Barrinha;6025;9469;1632
SP;3505708;Barueri;64279;109197;21330
SP;3505807;Bastos;1970;9951;925
SP;3505906;Batatais;8366;20371;3023
SP;3506003;Bauru;49704;133954;18083
SP;3506102;Bebedouro;7831;30396;3270
SP;3506201;Bento de Abreu;426;1035;126
SP;3506300;Bernardino de Campos;1386;4140;574
SP;3506359;Bertioga;8884;18527;2605
SP;3506409;Bilac;852;3764;342
SP;3506508;Birigui;10302;50564;5471
SP;3506607;Biritiba-Mirim;3818;11348;2017
SP;3506706;Boa Esperança do Sul;3013;3573;874
SP;3506805;Bocaina;1134;4892;693
SP;3506904;Bofete;1338;3568;549
SP;3507001;Boituva;6524;21746;3162
SP;3507100;Bom Jesus dos Perdões;2769;8597;1248
SP;3507159;Bom Sucesso de Itararé;1095;1090;171
SP;3507209;Borá;234;525;62
SP;3507308;Boracéia;721;1860;233
SP;3507407;Borborema;1420;5904;785
SP;3507456;Borebi;495;1046;145
SP;3507506;Botucatu;18725;52219;8489
SP;3507605;Bragança Paulista;16995;67605;8970
SP;3507704;Braúna;677;2402;199
SP;3507753;Brejo Alegre;883;899;187
SP;3507803;Brodowski;2279;9157;1048
SP;3507902;Brotas;2373;9364;1076
SP;3508009;Buri;2884;7390;889
SP;3508108;Buritama;2393;6252;778
SP;3508207;Buritizal;545;2047;219
SP;3508306;Cabrália Paulista;932;1376;228
SP;3508405;Cabreúva;5680;17136;2608
SP;3508504;Caçapava;9171;39663;5030
SP;3508603;Cachoeira Paulista;4652;12126;1613
SP;3508702;Caconde;3160;5956;921
SP;3508801;Cafelândia;2029;6467;733
SP;3508900;Caiabu;1105;1305;239
SP;3509007;Caieiras;16144;29988;5915
SP;3509106;Caiuá;1320;1197;238
SP;3509205;Cajamar;15248;26934;5274
SP;3509254;Cajati;3712;11259;1348
SP;3509304;Cajobi;1537;3847;470
SP;3509403;Cajuru;4320;7421;1515
SP;3509452;Campina do Monte Alegre;982;2264;352
SP;3509502;Campinas;181841;401284;59376
SP;3509601;Campo Limpo Paulista;11705;28924;4987
SP;3509700;Campos do Jordão;5455;18414;3009
SP;3509809;Campos Novos Paulista;789;1714;218
SP;3509908;Cananéia;1944;4107;633
SP;3509957;Canas;698;1927;311
SP;3510005;Cândido Mota;3708;12990;1581
SP;3510104;Cândido Rodrigues;430;1227;166
SP;3510153;Canitar;859;1536;305
SP;3510203;Capão Bonito;6044;17480;2494
SP;3510302;Capela do Alto;1976;7699;962
SP;3510401;Capivari;5228;20783;2553
SP;3510500;Caraguatatuba;17363;42855;6373
SP;3510609;Carapicuíba;80671;115383;25336
SP;3510708;Cardoso;2379;3859;664
SP;3510807;Casa Branca;2670;10147;1357
SP;3510906;Cássia dos Coqueiros;602;1106;278
SP;3511003;Castilho;4821;5005;865
SP;3511102;Catanduva;13376;49732;6399
SP;3511201;Catiguá;928;3140;517
SP;3511300;Cedral;991;3890;462
SP;3511409;Cerqueira César;2572;7135;989
SP;3511508;Cerquilho;4010;20269;2394
SP;3511607;Cesário Lange;1466;6939;1151
SP;3511706;Charqueada;1865;7063;791
SP;3511904;Clementina;987;2859;365
SP;3512001;Colina;3022;6144;1157
SP;3512100;Colômbia;1480;2160;406
SP;3512209;Conchal;2627;12002;1193
SP;3512308;Conchas;1836;6887;737
SP;3512407;Cordeirópolis;2904;10191;1196
SP;3512506;Coroados;569;2369;235
SP;3512605;Coronel Macedo;1344;1362;287
SP;3512704;Corumbataí;414;1814;209
SP;3512803;Cosmópolis;9109;21333;3314
SP;3512902;Cosmorama;1250;3250;329
SP;3513009;Cotia;43296;72473;14164
SP;3513108;Cravinhos;3539;13546;1944
SP;3513207;Cristais Paulista;1377;3576;461
SP;3513306;Cruzália;488;1081;86
SP;3513405;Cruzeiro;9254;30111;4823
SP;3513504;Cubatão;25584;39026;6962
SP;3513603;Cunha;3725;7824;1356
SP;3513702;Descalvado;3129;13415;2125
SP;3513801;Diadema;108740;117805;30917
SP;3513850;Dirce Reis;465;618;117
SP;3513900;Divinolândia;1519;5084;1001
SP;3514007;Dobrada;1868;2260;559
SP;3514106;Dois Córregos;2654;9845;1154
SP;3514205;Dolcinópolis;831;677;154
SP;3514304;Dourado;1164;3406;699
SP;3514403;Dracena;4710;19141;1846
SP;3514502;Duartina;1922;4879;656
SP;3514601;Dumont;1088;3714;474
