Abrangência;Cargo;Sexo;Qt Candidatos;Eleito;2º Turno;Não Eleito
RIBEIRÃO DO LARGO;Vereador;Masculino;40;8;0;32
RIBEIRÃO DO LARGO;Vereador;Feminino;20;1;0;19
RIBEIRÃO DO PINHAL;Vereador;Masculino;39;8;0;31
RIBEIRÃO DO PINHAL;Vereador;Feminino;18;1;0;17
RIBEIRÃO DO SUL;Vereador;Masculino;46;8;0;38
RIBEIRÃO DO SUL;Vereador;Feminino;24;1;0;23
RIBEIRÃO DOS ÍNDIOS;Vereador;Masculino;20;7;0;13
RIBEIRÃO DOS ÍNDIOS;Vereador;Feminino;9;2;0;7
RIBEIRÃO GRANDE;Vereador;Masculino;41;8;0;33
RIBEIRÃO GRANDE;Vereador;Feminino;23;1;0;22
RIBEIRÃO PIRES;Vereador;Masculino;219;14;0;205
RIBEIRÃO PIRES;Vereador;Feminino;100;3;0;97
RIBEIRÃO PRETO;Vereador;Masculino;299;20;0;279
RIBEIRÃO PRETO;Vereador;Feminino;133;2;0;131
RIBEIRÃO VERMELHO;Vereador;Masculino;35;8;0;27
RIBEIRÃO VERMELHO;Vereador;Feminino;17;1;0;16
RIBEIRÃOZINHO;Vereador;Masculino;15;8;0;7
RIBEIRÃOZINHO;Vereador;Feminino;9;1;0;8
RIBEIRO GONÇALVES;Vereador;Masculino;19;8;0;11
RIBEIRO GONÇALVES;Vereador;Feminino;11;1;0;10
RIBEIRÓPOLIS;Vereador;Masculino;31;9;0;22
RIBEIRÓPOLIS;Vereador;Feminino;14;2;0;12
RIFAINA;Vereador;Masculino;23;8;0;15
RIFAINA;Vereador;Feminino;11;1;0;10
RINCÃO;Vereador;Masculino;63;8;0;55
RINCÃO;Vereador;Feminino;34;1;0;33
RINÓPOLIS;Vereador;Masculino;40;9;0;31
RINÓPOLIS;Vereador;Feminino;17;0;0;17
RIO ACIMA;Vereador;Masculino;70;8;0;62
RIO ACIMA;Vereador;Feminino;34;1;0;33
RIO AZUL;Vereador;Masculino;58;8;0;50
RIO AZUL;Vereador;Feminino;23;1;0;22
RIO BANANAL;Vereador;Masculino;30;10;0;20
RIO BANANAL;Vereador;Feminino;14;1;0;13
RIO BOM;Vereador;Masculino;33;8;0;25
RIO BOM;Vereador;Feminino;15;1;0;14
RIO BONITO;Vereador;Masculino;87;8;0;79
RIO BONITO;Vereador;Feminino;41;2;0;39
RIO BONITO DO IGUAÇU;Vereador;Masculino;57;9;0;48
RIO BONITO DO IGUAÇU;Vereador;Feminino;26;0;0;26
RIO BRANCO;Vereador;Masculino;245;20;0;225
RIO BRANCO;Vereador;Feminino;113;6;0;107
RIO BRANCO DO IVAÍ;Vereador;Masculino;20;9;0;11
RIO BRANCO DO IVAÍ;Vereador;Feminino;8;0;0;8
RIO BRANCO DO SUL;Vereador;Masculino;41;11;0;30
RIO BRANCO DO SUL;Vereador;Feminino;18;0;0;18
RIO BRILHANTE;Vereador;Masculino;61;11;0;50
RIO BRILHANTE;Vereador;Feminino;28;2;0;26
RIO CASCA;Vereador;Masculino;47;8;0;39
RIO CASCA;Vereador;Feminino;23;1;0;22
RIO CLARO;Vereador;Masculino;209;21;0;188
RIO CLARO;Vereador;Feminino;105;2;0;103
RIO CRESPO;Vereador;Masculino;31;8;0;23
RIO CRESPO;Vereador;Feminino;13;1;0;12
RIO DA CONCEIÇÃO;Vereador;Masculino;16;7;0;9
RIO DA CONCEIÇÃO;Vereador;Feminino;8;2;0;6
RIO DAS ANTAS;Vereador;Masculino;17;9;0;8
RIO DAS ANTAS;Vereador;Feminino;9;0;0;9
RIO DAS FLORES;Vereador;Masculino;42;9;0;33
RIO DAS FLORES;Vereador;Feminino;19;0;0;19
RIO DAS OSTRAS;Vereador;Masculino;176;13;0;163
RIO DAS OSTRAS;Vereador;Feminino;79;0;0;79
RIO DAS PEDRAS;Vereador;Masculino;95;6;0;89
RIO DAS PEDRAS;Vereador;Feminino;49;3;0;46
RIO DE CONTAS;Vereador;Masculino;30;6;0;24
RIO DE CONTAS;Vereador;Feminino;14;3;0;11
RIO DE JANEIRO;Vereador;Masculino;1.138;43;0;1.095
RIO DE JANEIRO;Vereador;Feminino;489;8;0;481
RIO DO ANTÔNIO;Vereador;Masculino;24;9;0;15
RIO DO ANTÔNIO;Vereador;Feminino;12;0;0;12
RIO DO CAMPO;Vereador;Masculino;27;9;0;18
RIO DO CAMPO;Vereador;Feminino;13;0;0;13
RIO DO FOGO;Vereador;Masculino;30;8;0;22
RIO DO FOGO;Vereador;Feminino;16;1;0;15
RIO DO OESTE;Vereador;Masculino;23;8;0;15
RIO DO OESTE;Vereador;Feminino;10;1;0;9
RIO DO PIRES;Vereador;Masculino;23;9;0;14
RIO DO PIRES;Vereador;Feminino;11;0;0;11
RIO DO PRADO;Vereador;Masculino;20;9;0;11
RIO DO PRADO;Vereador;Feminino;9;0;0;9
RIO DO SUL;Vereador;Masculino;48;7;0;41
RIO DO SUL;Vereador;Feminino;21;3;0;18
RIO DOCE;Vereador;Masculino;35;9;0;26
RIO DOCE;Vereador;Feminino;19;0;0;19
RIO DOS BOIS;Vereador;Masculino;28;8;0;20
RIO DOS BOIS;Vereador;Feminino;13;1;0;12
RIO DOS CEDROS;Vereador;Masculino;27;8;0;19
RIO DOS CEDROS;Vereador;Feminino;14;1;0;13
RIO DOS ÍNDIOS;Vereador;Masculino;18;7;0;11
RIO DOS ÍNDIOS;Vereador;Feminino;8;2;0;6
RIO ESPERA;Vereador;Masculino;37;7;0;30
RIO ESPERA;Vereador;Feminino;16;2;0;14
RIO FORMOSO;Vereador;Masculino;61;9;0;52
RIO FORMOSO;Vereador;Feminino;29;2;0;27
RIO FORTUNA;Vereador;Masculino;18;8;0;10
RIO FORTUNA;Vereador;Feminino;8;1;0;7
RIO GRANDE;Vereador;Masculino;233;18;0;215
RIO GRANDE;Vereador;Feminino;104;3;0;101
RIO GRANDE DA SERRA;Vereador;Masculino;107;12;0;95
RIO GRANDE DA SERRA;Vereador;Feminino;52;1;0;51
RIO GRANDE DO PIAUÍ;Vereador;Masculino;21;7;0;14
RIO GRANDE DO PIAUÍ;Vereador;Feminino;11;2;0;9
RIO LARGO;Vereador;Masculino;90;9;0;81
RIO LARGO;Vereador;Feminino;40;1;0;39
RIO MANSO;Vereador;Masculino;33;8;0;25
RIO MANSO;Vereador;Feminino;17;1;0;16
RIO MARIA;Vereador;Masculino;47;9;0;38
RIO MARIA;Vereador;Feminino;23;2;0;21
RIO NEGRINHO;Vereador;Masculino;90;8;0;82
RIO NEGRINHO;Vereador;Feminino;47;1;0;46
RIO NEGRO;Vereador;Masculino;91;18;0;73
RIO NEGRO;Vereador;Feminino;45;0;0;45
RIO NOVO;Vereador;Masculino;50;8;0;42
RIO NOVO;Vereador;Feminino;28;1;0;27
RIO NOVO DO SUL;Vereador;Masculino;30;7;0;23
RIO NOVO DO SUL;Vereador;Feminino;15;2;0;13
RIO PARANAÍBA;Vereador;Masculino;35;9;0;26
RIO PARANAÍBA;Vereador;Feminino;16;0;0;16
RIO PARDO;Vereador;Masculino;78;10;0;68
RIO PARDO;Vereador;Feminino;37;3;0;34
RIO PARDO DE MINAS;Vereador;Masculino;45;10;0;35
RIO PARDO DE MINAS;Vereador;Feminino;22;1;0;21
RIO PIRACICABA;Vereador;Masculino;72;9;0;63
RIO PIRACICABA;Vereador;Feminino;38;0;0;38
RIO POMBA;Vereador;Masculino;34;8;0;26
RIO POMBA;Vereador;Feminino;18;1;0;17
RIO PRETO;Vereador;Masculino;42;9;0;33
RIO PRETO;Vereador;Feminino;20;0;0;20
RIO PRETO DA EVA;Vereador;Masculino;79;11;0;68
RIO PRETO DA EVA;Vereador;Feminino;39;0;0;39
RIO QUENTE;Vereador;Masculino;39;9;0;30
RIO QUENTE;Vereador;Feminino;16;0;0;16
RIO REAL;Vereador;Masculino;51;13;0;38
RIO REAL;Vereador;Feminino;23;0;0;23
RIO RUFINO;Vereador;Masculino;19;8;0;11
RIO RUFINO;Vereador;Feminino;7;1;0;6
RIO SONO;Vereador;Masculino;27;7;0;20
RIO SONO;Vereador;Feminino;15;2;0;13
RIO TINTO;Vereador;Masculino;38;9;0;29
RIO TINTO;Vereador;Feminino;15;2;0;13
RIO VERDE;Vereador;Masculino;147;17;0;130
RIO VERDE;Vereador;Feminino;60;4;0;56
RIO VERDE DE MATO GROSSO;Vereador;Masculino;51;9;0;42
RIO VERDE DE MATO GROSSO;Vereador;Feminino;23;2;0;21
RIO VERMELHO;Vereador;Masculino;48;8;0;40
RIO VERMELHO;Vereador;Feminino;22;1;0;21
RIOLÂNDIA;Vereador;Masculino;24;5;0;19
RIOLÂNDIA;Vereador;Feminino;13;4;0;9
RIOZINHO;Vereador;Masculino;22;7;0;15
RIOZINHO;Vereador;Feminino;11;2;0;9
RIQUEZA;Vereador;Masculino;18;7;0;11
RIQUEZA;Vereador;Feminino;11;2;0;9
RITÁPOLIS;Vereador;Masculino;53;9;0;44
RITÁPOLIS;Vereador;Feminino;25;0;0;25
RIVERSUL;Vereador;Masculino;34;9;0;25
RIVERSUL;Vereador;Feminino;21;0;0;21
ROCA SALES;Vereador;Masculino;33;9;0;24
ROCA SALES;Vereador;Feminino;17;0;0;17
ROCHEDO;Vereador;Masculino;34;7;0;27
ROCHEDO;Vereador;Feminino;15;2;0;13
ROCHEDO DE MINAS;Vereador;Masculino;34;7;0;27
ROCHEDO DE MINAS;Vereador;Feminino;20;2;0;18
RODEIO;Vereador;Masculino;33;7;0;26
RODEIO;Vereador;Feminino;17;2;0;15
RODEIO BONITO;Vereador;Masculino;17;8;0;9
RODEIO BONITO;Vereador;Feminino;10;1;0;9
RODEIRO;Vereador;Masculino;20;7;0;13
RODEIRO;Vereador;Feminino;9;2;0;7
RODELAS;Vereador;Masculino;32;9;0;23
RODELAS;Vereador;Feminino;5;0;0;5
RODOLFO FERNANDES;Vereador;Masculino;16;8;0;8
RODOLFO FERNANDES;Vereador;Feminino;9;1;0;8
RODRIGUES ALVES;Vereador;Masculino;38;8;0;30
RODRIGUES ALVES;Vereador;Feminino;18;1;0;17
ROLADOR;Vereador;Masculino;14;7;0;7
ROLADOR;Vereador;Feminino;7;2;0;5
ROLÂNDIA;Vereador;Masculino;70;9;0;61
ROLÂNDIA;Vereador;Feminino;30;1;0;29
ROLANTE;Vereador;Masculino;40;9;0;31
ROLANTE;Vereador;Feminino;20;0;0;20
ROLIM DE MOURA;Vereador;Masculino;86;11;0;75
ROLIM DE MOURA;Vereador;Feminino;37;0;0;37
ROMARIA;Vereador;Masculino;23;7;0;16
ROMARIA;Vereador;Feminino;12;2;0;10
ROMELÂNDIA;Vereador;Masculino;23;8;0;15
ROMELÂNDIA;Vereador;Feminino;11;1;0;10
RONCADOR;Vereador;Masculino;36;8;0;28
RONCADOR;Vereador;Feminino;18;1;0;17
RONDA ALTA;Vereador;Masculino;18;9;0;9
RONDA ALTA;Vereador;Feminino;8;0;0;8
RONDINHA;Vereador;Masculino;16;6;0;10
RONDINHA;Vereador;Feminino;9;3;0;6
RONDOLÂNDIA;Vereador;Masculino;24;6;0;18
RONDOLÂNDIA;Vereador;Feminino;11;3;0;8
RONDON;Vereador;Masculino;29;8;0;21
RONDON;Vereador;Feminino;13;1;0;12
RONDON DO PARÁ;Vereador;Masculino;81;11;0;70
RONDON DO PARÁ;Vereador;Feminino;38;2;0;36
RONDONÓPOLIS;Vereador;Masculino;192;21;0;171
RONDONÓPOLIS;Vereador;Feminino;89;0;0;89
ROQUE GONZALES;Vereador;Masculino;14;7;0;7
ROQUE GONZALES;Vereador;Feminino;8;2;0;6
RORAINÓPOLIS;Vereador;Masculino;67;10;0;57
RORAINÓPOLIS;Vereador;Feminino;34;1;0;33
ROSANA;Vereador;Masculino;98;10;0;88
ROSANA;Vereador;Feminino;48;1;0;47
ROSÁRIO;Vereador;Masculino;79;13;0;66
ROSÁRIO;Vereador;Feminino;37;0;0;37
ROSÁRIO DA LIMEIRA;Vereador;Masculino;48;7;0;41
ROSÁRIO DA LIMEIRA;Vereador;Feminino;24;2;0;22
ROSÁRIO DO CATETE;Vereador;Masculino;24;8;0;16
ROSÁRIO DO CATETE;Vereador;Feminino;12;1;0;11
ROSÁRIO DO IVAÍ;Vereador;Masculino;27;8;0;19
ROSÁRIO DO IVAÍ;Vereador;Feminino;14;1;0;13
ROSÁRIO DO SUL;Vereador;Masculino;80;11;0;69
ROSÁRIO DO SUL;Vereador;Feminino;33;2;0;31
ROSÁRIO OESTE;Vereador;Masculino;40;9;0;31
ROSÁRIO OESTE;Vereador;Feminino;18;2;0;16
ROSEIRA;Vereador;Masculino;61;7;0;54
ROSEIRA;Vereador;Feminino;30;2;0;28
ROTEIRO;Vereador;Masculino;21;7;0;14
ROTEIRO;Vereador;Feminino;10;2;0;8
RUBELITA;Vereador;Masculino;27;8;0;19
RUBELITA;Vereador;Feminino;14;1;0;13
RUBIÁCEA;Vereador;Masculino;36;9;0;27
RUBIÁCEA;Vereador;Feminino;16;0;0;16
RUBIATABA;Vereador;Masculino;58;9;0;49
RUBIATABA;Vereador;Feminino;30;2;0;28
RUBIM;Vereador;Masculino;30;7;0;23
RUBIM;Vereador;Feminino;14;2;0;12
RUBINÉIA;Vereador;Masculino;36;9;0;27
RUBINÉIA;Vereador;Feminino;20;0;0;20
RURÓPOLIS;Vereador;Masculino;77;8;0;69
RURÓPOLIS;Vereador;Feminino;42;5;0;37
RUSSAS;Vereador;Masculino;87;15;0;72
RUSSAS;Vereador;Feminino;37;0;0;37
RUY BARBOSA;Vereador;Masculino;51;16;0;35
RUY BARBOSA;Vereador;Feminino;26;4;0;22
SABARÁ;Vereador;Masculino;237;13;0;224
SABARÁ;Vereador;Feminino;96;2;0;94
SABÁUDIA;Vereador;Masculino;31;6;0;25
SABÁUDIA;Vereador;Feminino;15;3;0;12
SABINO;Vereador;Masculino;46;8;0;38
SABINO;Vereador;Feminino;23;1;0;22
SABINÓPOLIS;Vereador;Masculino;53;7;0;46
SABINÓPOLIS;Vereador;Feminino;30;2;0;28
SABOEIRO;Vereador;Masculino;29;8;0;21
SABOEIRO;Vereador;Feminino;13;3;0;10
SACRAMENTO;Vereador;Masculino;57;9;0;48
SACRAMENTO;Vereador;Feminino;30;0;0;30
SAGRADA FAMÍLIA;Vereador;Masculino;18;8;0;10
SAGRADA FAMÍLIA;Vereador;Feminino;8;1;0;7
SAGRES;Vereador;Masculino;29;8;0;21
SAGRES;Vereador;Feminino;17;1;0;16
SAIRÉ;Vereador;Masculino;18;7;0;11
SAIRÉ;Vereador;Feminino;6;2;0;4
SALDANHA MARINHO;Vereador;Masculino;21;6;0;15
SALDANHA MARINHO;Vereador;Feminino;10;3;0;7
SALES;Vereador;Masculino;26;8;0;18
SALES;Vereador;Feminino;16;1;0;15
SALES OLIVEIRA;Vereador;Masculino;33;8;0;25
SALES OLIVEIRA;Vereador;Feminino;14;1;0;13
SALESÓPOLIS;Vereador;Masculino;82;9;0;73
SALESÓPOLIS;Vereador;Feminino;38;2;0;36
SALETE;Vereador;Masculino;33;6;0;27
SALETE;Vereador;Feminino;16;3;0;13
SALGADINHO;Vereador;Masculino;27;16;0;11
SALGADINHO;Vereador;Feminino;13;2;0;11
SALGADO;Vereador;Masculino;46;9;0;37
SALGADO;Vereador;Feminino;19;2;0;17
SALGADO DE SÃO FÉLIX;Vereador;Masculino;28;7;0;21
SALGADO DE SÃO FÉLIX;Vereador;Feminino;11;2;0;9
SALGADO FILHO;Vereador;Masculino;15;7;0;8
SALGADO FILHO;Vereador;Feminino;7;2;0;5
SALGUEIRO;Vereador;Masculino;66;12;0;54
SALGUEIRO;Vereador;Feminino;27;2;0;25
SALINAS;Vereador;Masculino;64;10;0;54
SALINAS;Vereador;Feminino;30;3;0;27
SALINAS DA MARGARIDA;Vereador;Masculino;70;8;0;62
SALINAS DA MARGARIDA;Vereador;Feminino;32;1;0;31
SALINÓPOLIS;Vereador;Masculino;102;12;0;90
SALINÓPOLIS;Vereador;Feminino;47;1;0;46
SALITRE;Vereador;Masculino;26;7;0;19
SALITRE;Vereador;Feminino;10;4;0;6
SALMOURÃO;Vereador;Masculino;33;8;0;25
SALMOURÃO;Vereador;Feminino;19;1;0;18
SALOÁ;Vereador;Masculino;17;6;0;11
SALOÁ;Vereador;Feminino;7;3;0;4
SALTINHO;Vereador;Masculino;58;16;0;42
SALTINHO;Vereador;Feminino;27;2;0;25
SALTO;Vereador;Masculino;196;15;0;181
SALTO;Vereador;Feminino;95;2;0;93
SALTO DA DIVISA;Vereador;Masculino;39;7;0;32
SALTO DA DIVISA;Vereador;Feminino;20;2;0;18
SALTO DE PIRAPORA;Vereador;Masculino;61;8;0;53
SALTO DE PIRAPORA;Vereador;Feminino;32;1;0;31
SALTO DO CÉU;Vereador;Masculino;21;9;0;12
SALTO DO CÉU;Vereador;Feminino;12;0;0;12
SALTO DO ITARARÉ;Vereador;Masculino;32;6;0;26
SALTO DO ITARARÉ;Vereador;Feminino;18;3;0;15
SALTO DO JACUÍ;Vereador;Masculino;37;7;0;30
SALTO DO JACUÍ;Vereador;Feminino;18;2;0;16
SALTO DO LONTRA;Vereador;Masculino;29;8;0;21
SALTO DO LONTRA;Vereador;Feminino;13;1;0;12
SALTO GRANDE;Vereador;Masculino;59;8;0;51
SALTO GRANDE;Vereador;Feminino;33;1;0;32
SALTO VELOSO;Vereador;Masculino;17;9;0;8
SALTO VELOSO;Vereador;Feminino;8;0;0;8
SALVADOR;Vereador;Masculino;843;38;0;805
SALVADOR;Vereador;Feminino;323;5;0;318
SALVADOR DAS MISSÕES;Vereador;Masculino;12;6;0;6
SALVADOR DAS MISSÕES;Vereador;Feminino;6;3;0;3
SALVADOR DO SUL;Vereador;Masculino;26;8;0;18
SALVADOR DO SUL;Vereador;Feminino;13;1;0;12
SALVATERRA;Vereador;Masculino;66;9;0;57
SALVATERRA;Vereador;Feminino;31;2;0;29
SAMBAÍBA;Vereador;Masculino;24;7;0;17
SAMBAÍBA;Vereador;Feminino;12;2;0;10
SAMPAIO;Vereador;Masculino;18;6;0;12
SAMPAIO;Vereador;Feminino;12;3;0;9
SANANDUVA;Vereador;Masculino;20;8;0;12
SANANDUVA;Vereador;Feminino;9;1;0;8
SANCLERLÂNDIA;Vereador;Masculino;42;9;0;33
SANCLERLÂNDIA;Vereador;Feminino;19;0;0;19
SANDOLÂNDIA;Vereador;Masculino;25;5;0;20
SANDOLÂNDIA;Vereador;Feminino;12;4;0;8
SANDOVALINA;Vereador;Masculino;50;7;0;43
SANDOVALINA;Vereador;Feminino;25;2;0;23
SANGÃO;Vereador;Masculino;19;8;0;11
SANGÃO;Vereador;Feminino;10;1;0;9
SANHARÓ;Vereador;Masculino;29;10;0;19
SANHARÓ;Vereador;Feminino;14;1;0;13
SANTA ADÉLIA;Vereador;Masculino;12;9;0;3
SANTA ADÉLIA;Vereador;Feminino;5;0;0;5
SANTA ALBERTINA;Vereador;Masculino;21;9;0;12
SANTA ALBERTINA;Vereador;Feminino;10;0;0;10
SANTA AMÉLIA;Vereador;Masculino;29;9;0;20
SANTA AMÉLIA;Vereador;Feminino;14;0;0;14
SANTA BÁRBARA;Vereador;Masculino;142;21;0;121
SANTA BÁRBARA;Vereador;Feminino;63;1;0;62
SANTA BÁRBARA DE GOIÁS;Vereador;Masculino;33;8;0;25
SANTA BÁRBARA DE GOIÁS;Vereador;Feminino;18;1;0;17
SANTA BÁRBARA DO LESTE;Vereador;Masculino;36;7;0;29
SANTA BÁRBARA DO LESTE;Vereador;Feminino;20;2;0;18
SANTA BÁRBARA DO MONTE VERDE;Vereador;Masculino;22;9;0;13
SANTA BÁRBARA DO MONTE VERDE;Vereador;Feminino;11;0;0;11
SANTA BÁRBARA DO PARÁ;Vereador;Masculino;94;8;0;86
SANTA BÁRBARA DO PARÁ;Vereador;Feminino;43;3;0;40
SANTA BÁRBARA DO SUL;Vereador;Masculino;24;7;0;17
SANTA BÁRBARA DO SUL;Vereador;Feminino;12;2;0;10
SANTA BÁRBARA DO TUGÚRIO;Vereador;Masculino;46;9;0;37
SANTA BÁRBARA DO TUGÚRIO;Vereador;Feminino;25;0;0;25
SANTA BÁRBARA D'OESTE;Vereador;Masculino;278;19;0;259
SANTA BÁRBARA D'OESTE;Vereador;Feminino;123;0;0;123
SANTA BRANCA;Vereador;Masculino;92;7;0;85
SANTA BRANCA;Vereador;Feminino;48;2;0;46
SANTA BRÍGIDA;Vereador;Masculino;30;10;0;20
SANTA BRÍGIDA;Vereador;Feminino;15;1;0;14
SANTA CARMEM;Vereador;Masculino;29;7;0;22
SANTA CARMEM;Vereador;Feminino;13;2;0;11
SANTA CECÍLIA;Vereador;Masculino;95;18;0;77
SANTA CECÍLIA;Vereador;Feminino;47;2;0;45
SANTA CECÍLIA DO PAVÃO;Vereador;Masculino;25;9;0;16
SANTA CECÍLIA DO PAVÃO;Vereador;Feminino;12;0;0;12
SANTA CECÍLIA DO SUL;Vereador;Masculino;16;8;0;8
SANTA CECÍLIA DO SUL;Vereador;Feminino;8;1;0;7
SANTA CLARA DO SUL;Vereador;Masculino;23;7;0;16
SANTA CLARA DO SUL;Vereador;Feminino;12;2;0;10
SANTA CLARA D'OESTE;Vereador;Masculino;19;9;0;10
SANTA CLARA D'OESTE;Vereador;Feminino;10;0;0;10
SANTA CRUZ;Vereador;Masculino;85;23;0;62
SANTA CRUZ;Vereador;Feminino;44;4;0;40
SANTA CRUZ CABRÁLIA;Vereador;Masculino;121;10;0;111
SANTA CRUZ CABRÁLIA;Vereador;Feminino;58;1;0;57
SANTA CRUZ DA BAIXA VERDE;Vereador;Masculino;45;8;0;37
SANTA CRUZ DA BAIXA VERDE;Vereador;Feminino;25;1;0;24
SANTA CRUZ DA CONCEIÇÃO;Vereador;Masculino;31;8;0;23
SANTA CRUZ DA CONCEIÇÃO;Vereador;Feminino;15;1;0;14
SANTA CRUZ DA ESPERANÇA;Vereador;Masculino;33;7;0;26
SANTA CRUZ DA ESPERANÇA;Vereador;Feminino;18;2;0;16
SANTA CRUZ DA VITÓRIA;Vereador;Masculino;18;5;0;13
SANTA CRUZ DA VITÓRIA;Vereador;Feminino;8;4;0;4
SANTA CRUZ DAS PALMEIRAS;Vereador;Masculino;80;9;0;71
SANTA CRUZ DAS PALMEIRAS;Vereador;Feminino;40;2;0;38
SANTA CRUZ DE GOIÁS;Vereador;Masculino;25;9;0;16
SANTA CRUZ DE GOIÁS;Vereador;Feminino;13;0;0;13
SANTA CRUZ DE MINAS;Vereador;Masculino;61;9;0;52
SANTA CRUZ DE MINAS;Vereador;Feminino;30;0;0;30
SANTA CRUZ DE MONTE CASTELO;Vereador;Masculino;33;9;0;24
SANTA CRUZ DE MONTE CASTELO;Vereador;Feminino;15;0;0;15
SANTA CRUZ DE SALINAS;Vereador;Masculino;32;8;0;24
SANTA CRUZ DE SALINAS;Vereador;Feminino;16;1;0;15
SANTA CRUZ DO ARARI;Vereador;Masculino;42;8;0;34
SANTA CRUZ DO ARARI;Vereador;Feminino;21;1;0;20
SANTA CRUZ DO CAPIBARIBE;Vereador;Masculino;65;16;0;49
SANTA CRUZ DO CAPIBARIBE;Vereador;Feminino;17;1;0;16
SANTA CRUZ DO ESCALVADO;Vereador;Masculino;38;7;0;31
SANTA CRUZ DO ESCALVADO;Vereador;Feminino;21;2;0;19
SANTA CRUZ DO PIAUÍ;Vereador;Masculino;15;6;0;9
SANTA CRUZ DO PIAUÍ;Vereador;Feminino;8;3;0;5
SANTA CRUZ DO RIO PARDO;Vereador;Masculino;69;12;0;57
SANTA CRUZ DO RIO PARDO;Vereador;Feminino;30;1;0;29
SANTA CRUZ DO SUL;Vereador;Masculino;122;15;0;107
SANTA CRUZ DO SUL;Vereador;Feminino;58;2;0;56
SANTA CRUZ DO XINGU;Vereador;Masculino;23;7;0;16
SANTA CRUZ DO XINGU;Vereador;Feminino;10;2;0;8
SANTA CRUZ DOS MILAGRES;Vereador;Masculino;20;8;0;12
SANTA CRUZ DOS MILAGRES;Vereador;Feminino;11;1;0;10
SANTA EFIGÊNIA DE MINAS;Vereador;Masculino;38;8;0;30
SANTA EFIGÊNIA DE MINAS;Vereador;Feminino;18;1;0;17
SANTA ERNESTINA;Vereador;Masculino;40;9;0;31
SANTA ERNESTINA;Vereador;Feminino;20;0;0;20
SANTA FÉ;Vereador;Masculino;28;5;0;23
SANTA FÉ;Vereador;Feminino;16;4;0;12
SANTA FÉ DE GOIÁS;Vereador;Masculino;22;7;0;15
SANTA FÉ DE GOIÁS;Vereador;Feminino;12;2;0;10
SANTA FÉ DE MINAS;Vereador;Masculino;23;9;0;14
SANTA FÉ DE MINAS;Vereador;Feminino;12;0;0;12
SANTA FÉ DO ARAGUAIA;Vereador;Masculino;32;9;0;23
SANTA FÉ DO ARAGUAIA;Vereador;Feminino;23;0;0;23
SANTA FÉ DO SUL;Vereador;Masculino;64;8;0;56
SANTA FÉ DO SUL;Vereador;Feminino;33;1;0;32
SANTA FILOMENA;Vereador;Masculino;58;16;0;42
SANTA FILOMENA;Vereador;Feminino;30;2;0;28
SANTA FILOMENA DO MARANHÃO;Vereador;Masculino;15;5;0;10
SANTA FILOMENA DO MARANHÃO;Vereador;Feminino;16;4;0;12
SANTA GERTRUDES;Vereador;Masculino;93;9;0;84
SANTA GERTRUDES;Vereador;Feminino;49;0;0;49
SANTA HELENA;Vereador;Masculino;129;32;0;97
SANTA HELENA;Vereador;Feminino;66;4;0;62
SANTA HELENA DE GOIÁS;Vereador;Masculino;76;12;0;64
SANTA HELENA DE GOIÁS;Vereador;Feminino;32;1;0;31
SANTA HELENA DE MINAS;Vereador;Masculino;27;8;0;19
SANTA HELENA DE MINAS;Vereador;Feminino;13;1;0;12
SANTA INÊS;Vereador;Masculino;195;35;0;160
SANTA INÊS;Vereador;Feminino;98;9;0;89
SANTA ISABEL;Vereador;Masculino;188;20;0;168
SANTA ISABEL;Vereador;Feminino;85;4;0;81
SANTA ISABEL DO IVAÍ;Vereador;Masculino;39;9;0;30
SANTA ISABEL DO IVAÍ;Vereador;Feminino;19;0;0;19
SANTA ISABEL DO PARÁ;Vereador;Masculino;108;12;0;96
SANTA ISABEL DO PARÁ;Vereador;Feminino;46;1;0;45
SANTA ISABEL DO RIO NEGRO;Vereador;Masculino;36;6;0;30
SANTA ISABEL DO RIO NEGRO;Vereador;Feminino;19;3;0;16
SANTA IZABEL DO OESTE;Vereador;Masculino;25;8;0;17
SANTA IZABEL DO OESTE;Vereador;Feminino;14;1;0;13
SANTA JULIANA;Vereador;Masculino;30;8;0;22
SANTA JULIANA;Vereador;Feminino;17;1;0;16
SANTA LEOPOLDINA;Vereador;Masculino;45;8;0;37
SANTA LEOPOLDINA;Vereador;Feminino;26;1;0;25
SANTA LÚCIA;Vereador;Masculino;92;16;0;76
SANTA LÚCIA;Vereador;Feminino;41;2;0;39
SANTA LUZ;Vereador;Masculino;14;7;0;7
SANTA LUZ;Vereador;Feminino;5;2;0;3
SANTA LUZIA;Vereador;Masculino;399;45;0;354
SANTA LUZIA;Vereador;Feminino;178;5;0;173
SANTA LUZIA DO ITANHY;Vereador;Masculino;58;8;0;50
SANTA LUZIA DO ITANHY;Vereador;Feminino;28;1;0;27
SANTA LUZIA DO NORTE;Vereador;Masculino;34;8;0;26
SANTA LUZIA DO NORTE;Vereador;Feminino;17;1;0;16
SANTA LUZIA DO OESTE;Vereador;Masculino;39;8;0;31
SANTA LUZIA DO OESTE;Vereador;Feminino;16;1;0;15
SANTA LUZIA DO PARÁ;Vereador;Masculino;44;9;0;35
SANTA LUZIA DO PARÁ;Vereador;Feminino;20;2;0;18
SANTA LUZIA DO PARUÁ;Vereador;Masculino;51;10;0;41
SANTA LUZIA DO PARUÁ;Vereador;Feminino;24;1;0;23
